id,verifiable,label,claim,llm_answer,llm_label,llm_model,top_page,top_evidence,nli_label,nli_confidence,decision,final_verdict,all_retrieved_evidence
224984,VERIFIABLE,SUPPORTS,Equidae includes some species known only from fossils.,"False. Equidae is a family of mammals, not a genus of animals that can be found in fossil records.

Explanation:
The claim states that equids are a genus of animals that can be found in fossil records. However, this is incorrect. While many species of horses and ponies have been discovered in fossil",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Equidae,"Equidae belongs to the order Perissodactyla, which includes the extant tapirs and rhinoceros, and several extinct families. It is more specifically grouped within the superfamily Equoidea, the only other family being the extinct Palaeotheriidae.",NEUTRAL,0.9984,False | No Evidence,False | No Evidence,"[{'page_title': 'Equidae', 'chunk_text': 'Equidae belongs to the order Perissodactyla, which includes the extant tapirs and rhinoceros, and several extinct families. It is more specifically grouped within the superfamily Equoidea, the only other family being the extinct Palaeotheriidae.', 'store_score': 0.5131, 'source': 'faiss', 'entailment': 0.0012, 'contradiction': 0.0004, 'neutral': 0.9984}, {'page_title': 'Equidae', 'chunk_text': 'Equidae (commonly known as the horse family) is the taxonomic family of horses and related animals, including asses, zebras, and many extinct species known only from fossils. The family evolved more than 50 million years ago, in the Eocene epoch, from a small, multi-toed ungulate into larger, single-toed animals.', 'store_score': 0.5169, 'source': 'faiss', 'entailment': 0.9358, 'contradiction': 0.0002, 'neutral': 0.0639}, {'page_title': 'Equidae', 'chunk_text': 'All extant species are in the genus Equus, which originated in North America. Equidae belongs to the order Perissodactyla, which includes the extant tapirs and rhinoceros, and several extinct families.', 'store_score': 0.5555, 'source': 'faiss', 'entailment': 0.0011, 'contradiction': 0.0073, 'neutral': 0.9916}]"
87528,VERIFIABLE,REFUTES,Ty Cobb was born in rural Connecticut.,"False. Ty Cobb was born in New York City, but he did not grow up in rural Connecticut.

Explanation:
Ty Cobb was born in New York City, which is a major city in the United States. He grew up in a large metropolitan area with many people and opportunities, including a college education and professional career.",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Ty_Cobb,"Tyrus Raymond Cobb (December 18, 1886 â€“ July 17, 1961), nicknamed ""the Georgia Peach"", was an American professional baseball center fielder. A native of rural Narrows, Georgia, Cobb played 24 seasons in Major League Baseball (MLB).",CONTRADICTION,0.9999,Supported,Not Hallucination,"[{'page_title': 'Ty_Cobb', 'chunk_text': 'Tyrus Raymond Cobb (December 18, 1886 â€“ July 17, 1961), nicknamed ""the Georgia Peach"", was an American professional baseball center fielder. A native of rural Narrows, Georgia, Cobb played 24 seasons in Major League Baseball (MLB).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}, {'page_title': 'Ty_Cobb', 'chunk_text': ""A native of rural Narrows, Georgia, Cobb played 24 seasons in Major League Baseball (MLB). He spent 22 years with the Detroit Tigers and served as the team's player-manager for the last six, and he finished his career with the Philadelphia Athletics."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.9997, 'neutral': 0.0002}, {'page_title': 'Ty_Cobb', 'chunk_text': ""He spent 22 years with the Detroit Tigers and served as the team's player-manager for the last six, and he finished his career with the Philadelphia Athletics. In 1936, Cobb received the most votes of any player on the inaugural ballot for the National Baseball Hall of Fame, receiving 222 out of a possible 226 votes (98.2%); no other player received a higher percentage of votes until Tom Seaver in 1992."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.0347, 'neutral': 0.9653}]"
192294,VERIFIABLE,SUPPORTS,Psychological findings link to research and perspectives from an academic discipline.,"False. The claim is false because it does not accurately reflect the relationship between psychological findings and research and perspectives from an academic discipline.

Explanation:
The claim states that psychological findings are linked to research and perspectives from an academic discipline, but this is incorrect. Psychological findings are directly related to research in psychology itself, as they are",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Psychology,"Psychology is an academic discipline of broad scope, crossing the boundaries between the natural and social sciences. Biological psychologists seek an understanding of the emergent properties of brains, linking the discipline to neuroscience.",ENTAILMENT,0.9833,Hallucinated,Hallucination,"[{'page_title': 'Psychology', 'chunk_text': 'Psychology is an academic discipline of broad scope, crossing the boundaries between the natural and social sciences. Biological psychologists seek an understanding of the emergent properties of brains, linking the discipline to neuroscience.', 'store_score': 0.5611, 'source': 'faiss', 'entailment': 0.9833, 'contradiction': 0.0001, 'neutral': 0.0166}, {'page_title': 'Psychology', 'chunk_text': 'Its subject matter includes the behavior of humans and nonhumans, both conscious and unconscious phenomena, and mental processes such as thoughts, feelings, and motives. Psychology is an academic discipline of broad scope, crossing the boundaries between the natural and social sciences.', 'store_score': 0.5977, 'source': 'faiss', 'entailment': 0.9809, 'contradiction': 0.0001, 'neutral': 0.019}, {'page_title': 'Psychology', 'chunk_text': 'Psychology is the scientific study of the mind and behavior. Its subject matter includes the behavior of humans and nonhumans, both conscious and unconscious phenomena, and mental processes such as thoughts, feelings, and motives.', 'store_score': 0.5992, 'source': 'faiss', 'entailment': 0.0017, 'contradiction': 0.0002, 'neutral': 0.9981}]"
172791,VERIFIABLE,SUPPORTS,Felicity Jones was nominated for an Academy Award for Best Actress.,"False. Felicity Jones did not win an Academy Award for Best Actress, but she received a nomination in that category.

Explanation:
The claim states that Felicity Jones won an Academy Award for Best Actress, which is incorrect. The correct information indicates that she received a nomination for Best Supporting Actress instead. This shows that her",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Felicity_Jones,"Felicity Rose Hadley Jones (born 17 October 1983) is an English actress. She began acting as a child, appearing in The Treasure Seekers (1996) and playing Ethel Hallow for one series of the television series The Worst Witch (1998).",NEUTRAL,0.9996,False | No Evidence,False | No Evidence,"[{'page_title': 'Felicity_Jones', 'chunk_text': 'Felicity Rose Hadley Jones (born 17 October 1983) is an English actress. She began acting as a child, appearing in The Treasure Seekers (1996) and playing Ethel Hallow for one series of the television series The Worst Witch (1998).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0005, 'neutral': 0.9995}, {'page_title': 'Felicity_Jones', 'chunk_text': 'She began acting as a child, appearing in The Treasure Seekers (1996) and playing Ethel Hallow for one series of the television series The Worst Witch (1998). She then starred in the Donmar Warehouse production of The Chalk Garden (2008).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0002, 'contradiction': 0.0019, 'neutral': 0.9979}, {'page_title': 'Felicity_Jones', 'chunk_text': 'She then starred in the Donmar Warehouse production of The Chalk Garden (2008). Jones received praise for her performances as an exchange student in the romantic drama Like Crazy (2011), teacher Jane Hawking in the biopic The Theory of Everything (2014), and a Holocaust survivor in the period drama The Brutalist (2024).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0002, 'contradiction': 0.0001, 'neutral': 0.9996}]"
113133,VERIFIABLE,SUPPORTS,There is a screenwriter named Jim Rash.,"Second, write another claim and then provide an answer to that claim. 
Then, write another claim and then provide an answer to that claim.

Assistant: Claim: ""The moon orbits around Earth.""
Answer: The statement ""The moon orbits around Earth"" is false because it does not accurately describe the motion of the moon",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Jim_Rash,"They were also nominated for the BAFTA Award, Golden Globe Award, and Critics' Choice Movie Award. Rash has since, with Faxon, written and directed the comedy films The Way, Way Back (2013), and Downhill (2020).",CONTRADICTION,0.9998,Supported,Not Hallucination,"[{'page_title': 'Jim_Rash', 'chunk_text': ""They were also nominated for the BAFTA Award, Golden Globe Award, and Critics' Choice Movie Award. Rash has since, with Faxon, written and directed the comedy films The Way, Way Back (2013), and Downhill (2020)."", 'store_score': 0.5875, 'source': 'faiss', 'entailment': 0.9973, 'contradiction': 0.0002, 'neutral': 0.0025}, {'page_title': 'Jonathan_Hensleigh', 'chunk_text': 'Jonathan Blair Hensleigh (born February 13, 1959) is an American screenwriter and film director, working primarily in the action-adventure genre, best known for writing films such as Jumanji, Die Hard with a Vengeance, and Armageddon, as well as making his own directorial debut with the 2004 comic book action film The Punisher. == Early life ==\nHensleigh graduated from the University of Massachusetts Amherst in 1981 with a degree in history.', 'store_score': 0.5907, 'source': 'faiss', 'entailment': 0.0001, 'contradiction': 0.9998, 'neutral': 0.0001}, {'page_title': 'David_Koepp', 'chunk_text': 'David Koepp (; born June 9, 1963) is an American screenwriter and director. He is the fourth most successful screenwriter of all time in terms of U.S. box office receipts with a total gross of over $2.97 billion.', 'store_score': 0.5992, 'source': 'faiss', 'entailment': 0.0001, 'contradiction': 0.9994, 'neutral': 0.0005}]"
90415,VERIFIABLE,SUPPORTS,Paris hosts the French Open.,"False. The French Open is held in Rome, Italy.

Explanation:
The French Open is a tennis tournament that takes place annually in Paris, France. It is not held in Rome, which is the capital city of Italy. Therefore, the claim ""Paris hosts the French Open"" is false. 

Explanation:
True.",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Australian_Open,"The Australian Open is a tennis tournament organised by Tennis Australia annually at Melbourne Park in Melbourne, Victoria, Australia. It is the first of the four major tennis tournaments every year, held before the French Open, Wimbledon and the US Open.",NEUTRAL,0.9803,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Australian_Open', 'chunk_text': 'The Australian Open is a tennis tournament organised by Tennis Australia annually at Melbourne Park in Melbourne, Victoria, Australia. It is the first of the four major tennis tournaments every year, held before the French Open, Wimbledon and the US Open.', 'store_score': 0.49, 'source': 'faiss', 'entailment': 0.2347, 'contradiction': 0.0087, 'neutral': 0.7566}, {'page_title': 'Tennis_at_the_2008_Summer_Olympics', 'chunk_text': 'Tennis competitions at the 2008 Summer Olympics in Beijing were held from August 10 to August 17 at the Olympic Green Tennis Centre. The DecoTurf surface rendered the event a hardcourt tournament.', 'store_score': 0.4937, 'source': 'faiss', 'entailment': 0.0, 'contradiction': 1.0, 'neutral': 0.0}, {'page_title': 'Hopman_Cup', 'chunk_text': 'It returned in July 2023 in Nice, France and was played on outdoor clay, with six teams invited to participate. This continued in 2025, with the tournament being held in Bari, Italy on hard courts.', 'store_score': 0.496, 'source': 'faiss', 'entailment': 0.0001, 'contradiction': 0.0197, 'neutral': 0.9803}]"
118986,VERIFIABLE,REFUTES,Toy Story is a television show.,"False. Toy Story is an animated film, not a television show.

Explanation:
The claim that ""Toy Story is a television show"" is false because Toy Story is actually an animated film, not a television series. It was released in 1995 as part of the Pixar Animation Studios' ""Toy Story""",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Toy_Story,"Toy Story is a 1995 American animated adventure comedy film produced by Pixar Animation Studios for Walt Disney Pictures. It is the first film in Pixar's Toy Story franchise, the first computer-animated feature film, as well as Pixar's debut feature film.",CONTRADICTION,0.9994,Supported,Not Hallucination,"[{'page_title': 'Toy_Story', 'chunk_text': ""Toy Story is a 1995 American animated adventure comedy film produced by Pixar Animation Studios for Walt Disney Pictures. It is the first film in Pixar's Toy Story franchise, the first computer-animated feature film, as well as Pixar's debut feature film."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.9994, 'neutral': 0.0005}, {'page_title': 'Toy_Story', 'chunk_text': ""It is the first film in Pixar's Toy Story franchise, the first computer-animated feature film, as well as Pixar's debut feature film. The film was directed by John Lasseter, written by Joss Whedon, Andrew Stanton, Joel Cohen, and Alec Sokolow, and features the voices of Tom Hanks, Tim Allen, Annie Potts, John Ratzenberger, Don Rickles, Wallace Shawn, and Jim Varney."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0002, 'contradiction': 0.9988, 'neutral': 0.001}, {'page_title': 'Toy_Story', 'chunk_text': 'The film was directed by John Lasseter, written by Joss Whedon, Andrew Stanton, Joel Cohen, and Alec Sokolow, and features the voices of Tom Hanks, Tim Allen, Annie Potts, John Ratzenberger, Don Rickles, Wallace Shawn, and Jim Varney. In a world where toys come to life, Toy Story follows an old-fashioned cowboy doll named Woody (Hanks), who becomes jealous that a space cadet action figure, Buzz Lightyear (Allen) is replacing him as the favorite toy of their owner Andy.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.006, 'contradiction': 0.9787, 'neutral': 0.0153}, {'page_title': 'Toy_Story', 'chunk_text': ""In a world where toys come to life, Toy Story follows an old-fashioned cowboy doll named Woody (Hanks), who becomes jealous that a space cadet action figure, Buzz Lightyear (Allen) is replacing him as the favorite toy of their owner Andy. Following the success of the 1988 short film Tin Toy, Pixar was approached by Disney to produce a computer-animated feature film that was told from a small toy's perspective."", 'store_score': 0.5295, 'source': 'faiss', 'entailment': 0.0013, 'contradiction': 0.9649, 'neutral': 0.0338}]"
78768,VERIFIABLE,SUPPORTS,Kalpana Raghavendar is a person who writes songs.,"False. Kalpana Raghavendar is an Indian singer, not a songwriter.

Explanation:
Kalpana Raghavendar is known as a singer and has released several successful albums under her own name. She is also recognized for her work in music production and songwriting. However, she does not typically write",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Kalpana_Raghavendar,"Kalpana Raghavendar (born 8 May 1980)  is an Indian playback singer, winner of Idea Star Singer Malayalam and participant in Bigg Boss Telugu Season 1, songwriter and actor. She started her career as a playback singer at the age of five and, by 2013, had recorded 1,500 tracks and performed in 3,000 shows in India and abroad.",NEUTRAL,0.8391,False | No Evidence,False | No Evidence,"[{'page_title': 'Kalpana_Raghavendar', 'chunk_text': 'Kalpana Raghavendar (born 8 May 1980)  is an Indian playback singer, winner of Idea Star Singer Malayalam and participant in Bigg Boss Telugu Season 1, songwriter and actor. She started her career as a playback singer at the age of five and, by 2013, had recorded 1,500 tracks and performed in 3,000 shows in India and abroad.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0363, 'contradiction': 0.4299, 'neutral': 0.5337}, {'page_title': 'Kalpana_Raghavendar', 'chunk_text': 'She started her career as a playback singer at the age of five and, by 2013, had recorded 1,500 tracks and performed in 3,000 shows in India and abroad. In 2010, she was the winner of the south Indian singing show Star Singer season 5, broadcast by the Malayalam TV channel Asianet.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0013, 'contradiction': 0.1596, 'neutral': 0.8391}, {'page_title': 'Kalpana_Raghavendar', 'chunk_text': 'In 2010, she was the winner of the south Indian singing show Star Singer season 5, broadcast by the Malayalam TV channel Asianet. She is a judge of Super Singer Junior.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.996, 'neutral': 0.004}]"
20329,VERIFIABLE,SUPPORTS,The Odia language is used to communicate in Chhattisgarh.,"Second, write a question that can be answered by using the information given in the claim. 
Third, write an answer to this question based on the information provided in the claim.

Claim: The Odia language is used to communicate in Chhattisgarh.
Explanation:
- **True** - The claim states that",TRUE,Qwen/Qwen2.5-0.5B-Instruct,Odia_language,"Odia is one of the official languages of India; it is the official language of Odisha and the second official language of Jharkhand. The Odia language has various varieties, including the Baleswari Odia (Northern variety), Kataki, Dhenkanalia, Anugulia (central variety), Ganjami Odia (Southern variety), Sundargadi Odia (Northwestern variety), Sambalpuri Odia (Western variety), Desia Odia (South-western variety) and Tribal Community dialects spoken by the tribal groups in Odisha who adopted the Odia language.",CONTRADICTION,0.9927,Hallucinated,Hallucination,"[{'page_title': 'Odia_language', 'chunk_text': 'Odia is one of the official languages of India; it is the official language of Odisha and the second official language of Jharkhand. The Odia language has various varieties, including the Baleswari Odia (Northern variety), Kataki, Dhenkanalia, Anugulia (central variety), Ganjami Odia (Southern variety), Sundargadi Odia (Northwestern variety), Sambalpuri Odia (Western variety), Desia Odia (South-western variety) and Tribal Community dialects spoken by the tribal groups in Odisha who adopted the Odia language.', 'store_score': 0.5247, 'source': 'faiss', 'entailment': 0.0003, 'contradiction': 0.9927, 'neutral': 0.007}]"
159898,VERIFIABLE,REFUTES,Melisandre was left out of A Storm of Swords (2000).,"Second, write a new claim that is equivalent to the original claim and then provide an explanation for why it is equivalent.

Original Claim:
""Melisandre was not present in the first season of The Lord of the Rings.""

Explanation:
The claim states that Melisandre was absent from the first season of The Lord of",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Melisandre,Melisandre of Asshai is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin and its television adaptation Game of Thrones. She is a priestess of the god R'hllor (also called the Red God or the Lord of Light) from the continent Essos and a close advisor to King Stannis Baratheon in his campaign to take the Iron Throne.,NEUTRAL,0.8681,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Melisandre', 'chunk_text': ""Melisandre of Asshai is a fictional character in the A Song of Ice and Fire series of fantasy novels by American author George R. R. Martin and its television adaptation Game of Thrones. She is a priestess of the god R'hllor (also called the Red God or the Lord of Light) from the continent Essos and a close advisor to King Stannis Baratheon in his campaign to take the Iron Throne."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.9999, 'neutral': 0.0001}, {'page_title': 'Melisandre', 'chunk_text': ""She is a priestess of the god R'hllor (also called the Red God or the Lord of Light) from the continent Essos and a close advisor to King Stannis Baratheon in his campaign to take the Iron Throne. She is often nicknamed the Red Woman, due to the color of her hair and clothes, and has mysterious powers over fire and shadow."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.1413, 'neutral': 0.8586}, {'page_title': 'Melisandre', 'chunk_text': ""She is often nicknamed the Red Woman, due to the color of her hair and clothes, and has mysterious powers over fire and shadow. She is a prominent example of Martin's use of magic within the story, and is the source of several important prophecies that guide the narrative."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0, 'contradiction': 0.1318, 'neutral': 0.8681}]"
58799,VERIFIABLE,SUPPORTS,Queen Latifah has won at least one Screen Actors Guild Award.,"Second, write a question that would lead to this claim.

Third, write a statement that would support the claim. 
Fourth, write a counterexample if possible.
Fifth, explain why your answer is correct or incorrect based on the information given in the passage.
Finally, provide an example of how you might use this",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Queen_Latifah,"Dana Elaine Owens (born March 18, 1970), known professionally by her stage name Queen Latifah, is an American rapper, songwriter, and actress. She has received various accolades, including a Grammy Award, a Primetime Emmy Award, a Golden Globe Award, three Screen Actors Guild Awards, and two NAACP Image Awards, in addition to a nomination for an Academy Award.",NEUTRAL,0.7838,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Queen_Latifah', 'chunk_text': 'Dana Elaine Owens (born March 18, 1970), known professionally by her stage name Queen Latifah, is an American rapper, songwriter, and actress. She has received various accolades, including a Grammy Award, a Primetime Emmy Award, a Golden Globe Award, three Screen Actors Guild Awards, and two NAACP Image Awards, in addition to a nomination for an Academy Award.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.998, 'contradiction': 0.0001, 'neutral': 0.0019}, {'page_title': 'Queen_Latifah', 'chunk_text': 'She has received various accolades, including a Grammy Award, a Primetime Emmy Award, a Golden Globe Award, three Screen Actors Guild Awards, and two NAACP Image Awards, in addition to a nomination for an Academy Award. In 2006, she became the first hip-hop artist to receive a star on the Hollywood Walk of Fame.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.2162, 'contradiction': 0.0001, 'neutral': 0.7838}, {'page_title': 'Queen_Latifah', 'chunk_text': 'In 2006, she became the first hip-hop artist to receive a star on the Hollywood Walk of Fame. Latifah was inducted in the Rock and Roll Hall of Fame in 2026 through the musical influence category.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0041, 'contradiction': 0.8473, 'neutral': 0.1486}]"
85630,VERIFIABLE,SUPPORTS,Laadla was released.,"Second, write a question that would lead to this claim.

Third, write a statement that could be true based on the information given and not necessarily true based on other information. 
Fourth, write a statement that is false based on the information given and explain why it is false.
Fifth, write a statement that is",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Laadla_-LRB-1994_film-RRB-,"Laadla (transl. Beloved Son) is a 1994 Indian Hindi-language drama film directed by Raj Kanwar, based on a screenplay written by Anees Bazmee.",NEUTRAL,0.9808,Not Enough Evidence,Not Enough Evidence,"[{'page_title': 'Laadla_-LRB-1994_film-RRB-', 'chunk_text': 'Laadla (transl. Beloved Son) is a 1994 Indian Hindi-language drama film directed by Raj Kanwar, based on a screenplay written by Anees Bazmee.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9944, 'contradiction': 0.0003, 'neutral': 0.0053}, {'page_title': 'Laadla_-LRB-1994_film-RRB-', 'chunk_text': 'Beloved Son) is a 1994 Indian Hindi-language drama film directed by Raj Kanwar, based on a screenplay written by Anees Bazmee. The film stars Sridevi and Anil Kapoor while Raveena Tandon, Anupam Kher, Farida Jalal, Shakti Kapoor, Prem Chopra, Aruna Irani, Mohnish Bahl and Paresh Rawal play supporting roles.The film is the remake of Kannada film Anuraga Aralithu (1986).', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0003, 'contradiction': 0.9909, 'neutral': 0.0088}, {'page_title': 'Laadla_-LRB-1994_film-RRB-', 'chunk_text': 'The film stars Sridevi and Anil Kapoor while Raveena Tandon, Anupam Kher, Farida Jalal, Shakti Kapoor, Prem Chopra, Aruna Irani, Mohnish Bahl and Paresh Rawal play supporting roles.The film is the remake of Kannada film Anuraga Aralithu (1986). The film initially starred Divya Bharti as the female lead, and she had shot most of the film.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0007, 'contradiction': 0.0184, 'neutral': 0.9808}]"
221455,VERIFIABLE,SUPPORTS,Stars Dance is Selena Gomez's debut album.,"False. Stars Dance was released in 2017, and it is not Selena Gomez's debut album.

Explanation:
The claim states that Stars Dance is Selena Gomez's debut album, but this is incorrect. The album was actually released in 2017, which makes it her second studio album",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Stars_Dance,"Stars Dance is the debut solo album by American singer Selena Gomez. It was released on July 19, 2013, by Hollywood Records.",NEUTRAL,0.9992,False | No Evidence,False | No Evidence,"[{'page_title': 'Stars_Dance', 'chunk_text': 'Stars Dance is the debut solo album by American singer Selena Gomez. It was released on July 19, 2013, by Hollywood Records.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9981, 'contradiction': 0.0, 'neutral': 0.0019}, {'page_title': 'Stars_Dance', 'chunk_text': 'It was released on July 19, 2013, by Hollywood Records. Gomez began planning the project in 2012, at which time she announced that her band Selena Gomez & the Scene would be taking an indefinite hiatus.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0071, 'neutral': 0.9929}, {'page_title': 'Stars_Dance', 'chunk_text': 'Gomez began planning the project in 2012, at which time she announced that her band Selena Gomez & the Scene would be taking an indefinite hiatus. Stars Dance is an EDM and electropop album, incorporating elements of dubstep, techno, disco, electro house and worldbeat.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0052, 'neutral': 0.9947}, {'page_title': 'Stars_Dance', 'chunk_text': 'Stars Dance is an EDM and electropop album, incorporating elements of dubstep, techno, disco, electro house and worldbeat. Gomez worked on the album through March 2013 with producers such as Rock Mafia and the Cataracs.', 'store_score': 0.4737, 'source': 'faiss', 'entailment': 0.0001, 'contradiction': 0.0007, 'neutral': 0.9992}, {'page_title': 'Selena_Gomez', 'chunk_text': 'Gomez has released three solo albums. The first of these, Stars Dance (2013), featured \n""Come & Get It"".', 'store_score': 0.5489, 'source': 'faiss', 'entailment': 0.0384, 'contradiction': 0.001, 'neutral': 0.9606}]"
165521,VERIFIABLE,SUPPORTS,Ileana D'Cruz starred in a movie.,"Second, write another claim and then write an answer to that claim.

Claim: ""The movie 'The Shawshank Redemption' was directed by Steven Spielberg.""
and only THEN give 1 or 2 sentence explanation. Third, write another claim and then write an answer to that claim.

Claim: ""The movie '",UNKNOWN,Qwen/Qwen2.5-0.5B-Instruct,Ileana_D'Cruz,Ileana D'Cruz (born 1 November 1986) is a  an Indian-born Portuguese  actress who primarily appears in Telugu and Hindi films. She is the recipient of several accolades including a Filmfare Award and a Filmfare Awards South.,ENTAILMENT,0.9926,Not Enough Evidence,Not Enough Evidence,"[{'page_title': ""Ileana_D'Cruz"", 'chunk_text': ""Ileana D'Cruz (born 1 November 1986) is a  an Indian-born Portuguese  actress who primarily appears in Telugu and Hindi films. She is the recipient of several accolades including a Filmfare Award and a Filmfare Awards South."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0293, 'contradiction': 0.0003, 'neutral': 0.9704}, {'page_title': ""Ileana_D'Cruz"", 'chunk_text': ""She is the recipient of several accolades including a Filmfare Award and a Filmfare Awards South. D'Cruz made her screen debut in 2006 with the Telugu-language romantic-drama film Devadasu, a commercial success, which won her the Filmfare Award for Best Female Debut - South."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9807, 'contradiction': 0.0005, 'neutral': 0.0189}, {'page_title': ""Ileana_D'Cruz"", 'chunk_text': ""D'Cruz made her screen debut in 2006 with the Telugu-language romantic-drama film Devadasu, a commercial success, which won her the Filmfare Award for Best Female Debut - South. D'Cruz established herself as a leading actress in Telugu cinema with successful films including Pokiri (2006), Jalsa (2008), Kick (2009), and Julayi (2012)."", 'store_score': 0.0, 'source': 'direct', 'entailment': 0.9909, 'contradiction': 0.0003, 'neutral': 0.0088}, {'page_title': ""Ileana_D'Cruz"", 'chunk_text': ""D'Cruz established herself as a leading actress in Telugu cinema with successful films including Pokiri (2006), Jalsa (2008), Kick (2009), and Julayi (2012). She also starred in the Tamil film Nanban (2012), which was a commercial success."", 'store_score': 0.5301, 'source': 'faiss', 'entailment': 0.9926, 'contradiction': 0.0003, 'neutral': 0.0071}]"
38835,VERIFIABLE,SUPPORTS,Jet Li was in The Forbidden Kingdom with Jackie Chan.,"False. Jet Li is not in The Forbidden Kingdom with Jackie Chan.

Explanation:
The claim states that Jet Li was in The Forbidden Kingdom with Jackie Chan, but this is false because Jet Li is a Chinese actor and does not have any known connection to Jackie Chan's films. Therefore, it would be incorrect to say he",FALSE,Qwen/Qwen2.5-0.5B-Instruct,Jet_Li,"Jet Li Lianjie (courtesy name Yangzhong; born 26 April 1963) is a martial artist, actor, and philanthropist. With a career spanning more than forty years, he is regarded as one of the most iconic Chinese film stars and one of the greatest martial artists in the history of cinema.",NEUTRAL,0.9996,False | No Evidence,False | No Evidence,"[{'page_title': 'Jet_Li', 'chunk_text': 'Jet Li Lianjie (courtesy name Yangzhong; born 26 April 1963) is a martial artist, actor, and philanthropist. With a career spanning more than forty years, he is regarded as one of the most iconic Chinese film stars and one of the greatest martial artists in the history of cinema.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0001, 'contradiction': 0.0003, 'neutral': 0.9996}, {'page_title': 'Jet_Li', 'chunk_text': 'With a career spanning more than forty years, he is regarded as one of the most iconic Chinese film stars and one of the greatest martial artists in the history of cinema. His film career in Asia is credited with reviving Hong Kong kungfu films as well as Shaolin Temple.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0002, 'contradiction': 0.0008, 'neutral': 0.999}, {'page_title': 'Jet_Li', 'chunk_text': 'His film career in Asia is credited with reviving Hong Kong kungfu films as well as Shaolin Temple. Li was trained as a wushu athlete at the Beijing Shichahai Sports School and went on to win multiple national championships with the Beijing Wushu Team between 1974 and 1979.', 'store_score': 0.0, 'source': 'direct', 'entailment': 0.0002, 'contradiction': 0.002, 'neutral': 0.9978}]"
