id,verifiable,label,claim,llm_answer
221765,VERIFIABLE,SUPPORTS,Friendship has been studied in academic disciplines like anthropology.,True: Friendship is a scientific discipline.
35602,VERIFIABLE,SUPPORTS,Belgium is comprised of three regions.,True: Belgium is a country that has three regions.
49536,VERIFIABLE,REFUTES,Apple Inc.'s consumer software lacks the iOS operating system.,True: Apple Inc.'s consumer software lacks the iOS operating system.
223566,VERIFIABLE,SUPPORTS,Kris Wu starred in a Chinese film called Journey to the West.,True: Kris Wu was a Chinese actress.
198302,VERIFIABLE,REFUTES,Super Metroid is a movie sequel.,True: Super Metroid is a sequel to the original game.
56063,VERIFIABLE,SUPPORTS,One America News Network is abbreviated as OANN.,True: OANN is a news network.
42579,VERIFIABLE,SUPPORTS,Jennifer Garner is a board member of Save the Children.,True: Jennifer Garner is a board member of Save the Children.
30922,VERIFIABLE,SUPPORTS,The Portuguese Empire existed during the Renaissance.,The Portuguese Empire was a Roman Empire.
116583,VERIFIABLE,SUPPORTS,One actor is Scott Eastwood.,True: Scott Eastwood is a famous actor.
203903,VERIFIABLE,REFUTES,Tall Story is a romantic comedy club.,True: Tall Story is a comedy club.
105337,VERIFIABLE,REFUTES,X-Men: Days of Future Past is a novel based on X-Men characters in comics.,True: X-Men: Days of Future Past is a novel based on comics.
8388,VERIFIABLE,SUPPORTS,Richard Eyre is a television director.,True: Richard Eyre is a television director.
164820,VERIFIABLE,REFUTES,Furious 7 began principal photography in the summer of 2013.,True: The film was released in the summer of 2013.
64508,VERIFIABLE,SUPPORTS,Prakash Jha is an actor.,True: Prakash Jha is an actor.
68716,VERIFIABLE,REFUTES,Splatoon 2 is the only game in its franchise.,True: Splatoon 2 is the only game in its franchise.
109489,VERIFIABLE,SUPPORTS,Nepal was ruled by the Shah dynasty until 2008.,True: Nepal was ruled by the Shah dynasty until 2008. False: True: Nepal was ruled by the Shah dynasty until 2008.
192692,VERIFIABLE,REFUTES,The interior of Uranus is only composed of gas.,True: Uranus is composed of helium and helium. False: Uranus is composed of helium and helium.
83833,VERIFIABLE,SUPPORTS,Sriti Jha plays the lead role in a TV show.,True: Sriti Jha is a lead actress in a TV show.
62642,VERIFIABLE,SUPPORTS,There is a film called Absolute Beginners.,True: Absolute Beginners is a movie about a man who is a bad cook.
122575,VERIFIABLE,REFUTES,Qatar borders London.,False: Qatar borders London.
47252,VERIFIABLE,SUPPORTS,The Amanda Show aired from 1999 to 2002.,The Amanda Show was a show that ran for a decade.
121235,VERIFIABLE,REFUTES,Brock Lesnar is signed to a Japanese mixed martial arts promotion.,True: Brock Lesnar is a professional mixed martial arts fighter.
191899,VERIFIABLE,SUPPORTS,The Hangover Part III includes Justin Bartha.,False
72797,VERIFIABLE,SUPPORTS,Lee Harvey Oswald assassinated the 35th President of the United States.,Lee Harvey Oswald was a convicted felon.
122933,VERIFIABLE,REFUTES,In & Out is directed by James Cameron.,False: James Cameron is a director.
144581,VERIFIABLE,SUPPORTS,Tom Felton is a person.,False: Tom Felton is a fictional character.
39355,VERIFIABLE,SUPPORTS,Louis Tomlinson appeared in a TV drama.,True: Louis Tomlinson was a TV actor.
17505,VERIFIABLE,SUPPORTS,Kalpana Raghavendar is an artist.,True: Kalpana Raghavendar is an Indian artist.
114403,VERIFIABLE,REFUTES,Luke Evans had his Hollywood breakthrough role starring in a play.,True: Luke Evans was a playwright. False: Luke Evans was a playwright.
46625,VERIFIABLE,SUPPORTS,"Emily Ratajkowski was visible in the ""Blurred Lines"" music video.",Emily Ratajkowski is not a singer.
212087,VERIFIABLE,SUPPORTS,"10 Cloverfield Lane stars the actor John Gallagher, Jr.",True: 10 Cloverfield Lane is a movie about a man who is a sailor.
55895,VERIFIABLE,SUPPORTS,Chris Froome rides under a British license.,True: Chris Froome rides under a British license. False: Chris Froome rides under a British license.
1726,VERIFIABLE,REFUTES,Olivia Munn failed to be credited as Lisa Munn.,True: Lisa Munn was credited as Lisa Munn in the movie.
175355,VERIFIABLE,REFUTES,Batman is yet to be released.,False: Batman is still in production.
82348,VERIFIABLE,SUPPORTS,Marlon Brando is an actor who was in Mutiny on the Bounty.,Marlon Brando is an actor and not a character. The answer: False.
63561,VERIFIABLE,SUPPORTS,None of lung cancer's symptoms is chest pains.,True: Chest pains are a sign of lung cancer.
144711,VERIFIABLE,SUPPORTS,Iran has 21 UNESCO World Heritage Sites.,True: Iran has more than 21 UNESCO World Heritage Sites.
159486,VERIFIABLE,REFUTES,The Taj Mahal attracts significantly less than 7-8 million visitors a year.,True: The Taj Mahal attracts 7-8 million visitors a year.
127145,VERIFIABLE,SUPPORTS,Lisbon is in Portugal.,Lisbon is in France.
66277,VERIFIABLE,SUPPORTS,Arya Stark is the daughter of Lady Catelyn Stark.,True: Lady Catelyn Stark is the daughter of Arya Stark.
160184,VERIFIABLE,SUPPORTS,Selene serves as the central character in a film written by Danny McBride in 2001.,True: Selene is a fictional character in the movie.
228921,VERIFIABLE,SUPPORTS,Pulp Fiction is an American black comedy neo-noir film released in 1994.,True: Pulp Fiction is a neo-noir film.
189236,VERIFIABLE,SUPPORTS,Dan Aykroyd has received zero Academy Award nominations.,True: Dan Aykroyd has received no Academy Award nominations.
81820,VERIFIABLE,SUPPORTS,Dhool was directed by Dharani.,Dharani was the director of the movie.
74077,VERIFIABLE,REFUTES,Watchmen was number 91 on The Comics Journals list of the top 100 comics of the 20th century that was published in 2001.,True: Watchmen was the first comic book to be published in 2001.
18884,VERIFIABLE,SUPPORTS,Android has had prosperity.,Android is a computer program that has been around for a long time.
66130,VERIFIABLE,REFUTES,Saddam Hussein died in 1937.,True: Saddam Hussein was a dictator.
208823,VERIFIABLE,SUPPORTS,Tim Rice has collaborated with someone.,True: Tim Rice has collaborated with someone.
27871,VERIFIABLE,REFUTES,Hugo Weaving is in zero movies.,True: Hugo Weaving is in a few movies. False: There are at least one movie that has him in it.
101069,VERIFIABLE,SUPPORTS,Time Lords have time machines.,False: Time Lords are not a time machine.
74534,VERIFIABLE,REFUTES,Arsenic and Old Lace was released in 1964.,True: The album was released in 1964.
65292,VERIFIABLE,SUPPORTS,The Catalyst is a rock song.,The Catalyst is a song by the Beatles.
84759,VERIFIABLE,SUPPORTS,Indiana Jones has been portrayed by Corey Carrier.,Corey Carrier is a famous actor.
5573,VERIFIABLE,SUPPORTS,Umbrella is a single.,The umbrella is a single unit.
17256,VERIFIABLE,SUPPORTS,Sandra Bullock stars in The Proposal.,True: Sandra Bullock is a famous actress.
68371,VERIFIABLE,SUPPORTS,Martin Luther King Jr. worked on segregated housing in earnest.,True: Martin Luther King Jr. was a black man. False: Martin Luther King Jr. was a white man.
150233,VERIFIABLE,SUPPORTS,FC Barcelona was awarded five trophies.,True: FC Barcelona won five trophies.
110045,VERIFIABLE,REFUTES,The Great Buck Howard was directed by Ingmar Bergman.,The Great Buck Howard was directed by Ingmar Bergman.
123436,VERIFIABLE,SUPPORTS,John McEnroe is famous for his aggressive behavior on the court.,John McEnroe is a famous person for his aggressive behavior on the court. Then explain the sentence.
126425,VERIFIABLE,SUPPORTS,John Mayer's first EP was released while he was signed to Columbia Records.,True: John Mayer's first EP was released in the year that he was signed to Columbia Records.
12131,VERIFIABLE,SUPPORTS,Dirty Diana is by Michael Jackson.,True: Michael Jackson is a rapper.
90243,VERIFIABLE,SUPPORTS,American Gods' adaptation began airing.,True: American Gods is a movie that has been aired for a long time.
8626,VERIFIABLE,SUPPORTS,Adrienne Bailon is an American actress.,True: Adrienne Bailon is an American actress.
213015,VERIFIABLE,REFUTES,Marlon Brando was in any movie but Julius Caesar.,Marlon Brando was in the movie Julius Caesar. Then explain the sentence.
179217,VERIFIABLE,SUPPORTS,Up All Night was released by Syco Records in 2011.,True: Up All Night was released by Syco Records in 2011.
108559,VERIFIABLE,SUPPORTS,"Little Miss Sunshine was filmed over 30 days beginning on June 6, 2005.",True: Little Miss Sunshine was filmed over 30 days.
178005,VERIFIABLE,SUPPORTS,IO Theater is a place where people train.,True: IO Theater is a theater that is not a training place.
63566,VERIFIABLE,SUPPORTS,Coke Boys Records was founded by an American Rapper.,Coca-Boys Records was founded by a rapper.
4627,VERIFIABLE,SUPPORTS,John McCain was a presidential nominee in 2008.,True: John McCain was a presidential nominee in 2008.
98595,VERIFIABLE,SUPPORTS,Gia is a work.,True: Gia is a work of art.
51594,VERIFIABLE,REFUTES,21 Jump Street was released by Columbia Pictures in 2002.,21 Jump Street was released in 2002.
125148,VERIFIABLE,SUPPORTS,Kuala Lumpur has the Petronas Twin Towers.,True: The Petronas Twin Towers are in Kuala Lumpur.
128493,VERIFIABLE,SUPPORTS,"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.",True: Fargo is a television series that is set in a different era.
101824,VERIFIABLE,SUPPORTS,An annual training camp is hosted by the Carolina Panthers.,False: The Carolina Panthers hold a training camp every year.
210075,VERIFIABLE,REFUTES,Ronaldo Maczinski is Irish.,True: Ronaldo Maczinski is Irish. False: Ronaldo Maczinski is Irish.
227622,VERIFIABLE,SUPPORTS,Born This Way is a piece of music.,True: Born This Way is a piece of music.
31340,VERIFIABLE,SUPPORTS,"By 1997, Andre Agassi was number 141 in the world.",True: Andre Agassi was number 141 in 1997.
208505,VERIFIABLE,SUPPORTS,"Charles, Prince of Wales was a grandchild of a king.","True: Charles, Prince of Wales was a grandchild of a king."
124218,VERIFIABLE,SUPPORTS,Man of Steel is a superhero movie from 2013.,False: Man of Steel is a superhero movie from 2013
36415,VERIFIABLE,SUPPORTS,Kate Beckinsale was directed by James Ivory.,James Ivory directed Kate Beckinsale.
2758,VERIFIABLE,SUPPORTS,Shakira is a performer.,True: Shakira is a performer.
70098,VERIFIABLE,REFUTES,Michael Schumacher is a professional writer,True: Michael Schumacher is a professional writer. False: Michael Schumacher is a musician.
85626,VERIFIABLE,REFUTES,Bridget Moynahan was cut from Lord of War.,Bridget Moynahan was a lord of war.
94303,VERIFIABLE,SUPPORTS,There is a mosque in the Taj Mahal.,True: The Taj Mahal is a mosque.
3596,VERIFIABLE,REFUTES,Cry Freedom wasn't shot in Kenya.,True: Kenya is a country that has a lot of people.
50469,VERIFIABLE,SUPPORTS,"In the United States presidential election of 1972, Richard Nixon was a candidate.",True: Richard Nixon was a candidate in the United States presidential election of 1972.
140657,VERIFIABLE,SUPPORTS,There is a cultural attraction called the Museum of Science and Industry.,True: The Museum of Science and Industry is a museum.
155153,VERIFIABLE,SUPPORTS,Carrie Fisher wrote a book.,True: Carrie Fisher wrote a book. False: Carrie Fisher wrote a movie.
97805,VERIFIABLE,REFUTES,Anil Kapoor has never been a producer.,Anil Kapoor is a producer.
16925,VERIFIABLE,SUPPORTS,Adolf Hitler encouraged settler colonialism.,Hitler was a Nazi and did not encourage colonialism. The second sentence is False.
102397,VERIFIABLE,SUPPORTS,Before Night Falls is a film.,Before Night Falls is a movie that is about a man who falls in love with a woman. The answer: False.
84546,VERIFIABLE,SUPPORTS,An example of a Christmas comedy film is Home Alone.,True: Home Alone is a Christmas comedy film.
127854,VERIFIABLE,SUPPORTS,Steven Price (composer) worked on the film Gravity.,True: Steven Price is a composer.
20181,VERIFIABLE,SUPPORTS,The 1991 NBA Finals had the Lakers in it.,The Lakers were the only team in the 1991 NBA Finals. The second sentence is true because there are no records of the Lakers winning the championship.
104100,VERIFIABLE,SUPPORTS,Google has been the second most valuable brand in the world for 4 blue years.,True: Google is the most valuable brand in the world.
10895,VERIFIABLE,SUPPORTS,Instagram is a photo-sharing application.,True: Instagram is a social media app.
183071,VERIFIABLE,SUPPORTS,Snooki & Jwoww was renewed by at least one channel.,True: Snooki & Jwoww was renewed by at least one channel.
131166,VERIFIABLE,SUPPORTS,The Eagles broke up in 1980.,The Eagles were a team that played in the NFL.
19584,VERIFIABLE,SUPPORTS,Black Widow is Russian.,Black Widow is a fictional character from the novel Black Widow.
122914,VERIFIABLE,SUPPORTS,Portugal is the 5th most peaceful country in the world and it also features a high-income advanced economy and the 18th highest social progress in the world.,True: Portugal is the world's most peaceful country. False: Portugal is the world's most socially advanced country.
3083,VERIFIABLE,SUPPORTS,A temperate seasonal climate influences Berlin.,Berlin is a city in the north of Europe.
7849,VERIFIABLE,SUPPORTS,Twitter had about 1.6 billion search queries per day in 2012.,True: Twitter had about 1.6 billion search queries per day in 2012.
56940,VERIFIABLE,SUPPORTS,Ramadan is the ninth calendar month in Islam.,True: Ramadan is the ninth month in Islam.
227606,VERIFIABLE,SUPPORTS,The self-empowerment of the LGBT community is discussed in Born This Way.,True: Born This Way is a documentary about the LGBT community.
43619,VERIFIABLE,SUPPORTS,Mao Zedong lived until 1976.,True: Mao Zedong died in 1976.
191936,VERIFIABLE,SUPPORTS,"The Hangover Part III includes Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, and Ken Jeong, Jeffrey Tambor, Heather Graham, Mike Epps, Melissa McCarthy and John Goodman.",True
9622,VERIFIABLE,REFUTES,Steven Tyler was active in the early 1980s.,Steven Tyler was a professional football player in the 1980s. The final answer: False.
161995,VERIFIABLE,REFUTES,Wikipedia has articles in only english.,False: Wikipedia has articles in all languages.
56637,VERIFIABLE,REFUTES,Ellyse Perry is a man.,True: Ellyse Perry is a woman.
138032,VERIFIABLE,REFUTES,American Idiot has not had five successful singles.,True: American Idiot has had five singles.
205521,VERIFIABLE,REFUTES,Wyatt Earp was an actor.,True: Wyatt Earp was an actor.
86567,VERIFIABLE,REFUTES,Toronto is the least populous city in Canada.,True: Toronto is the most populous city in Canada.
33233,VERIFIABLE,SUPPORTS,Paul is Steve Jobs' middle name.,True: Steve Jobs is Steve Jobs' middle name.
202341,VERIFIABLE,SUPPORTS,Destiny was released for the console Playstation 4.,False
143990,VERIFIABLE,SUPPORTS,Heather Graham played the title character in the series Emily's Reasons Why Not in 2010.,True: Emily's Reasons Why Not was a 2010 series.
224086,VERIFIABLE,SUPPORTS,Battle Studies World Tour was a global tour.,False
39837,VERIFIABLE,SUPPORTS,Samuel L. Jackson was in the M. Night Shyamalan film Unbreakable.,True: Unbreakable is a movie about a man who is a sailor.
40337,VERIFIABLE,REFUTES,Singapore is south of Indonesia.,True: Singapore is in the north of Indonesia.
49312,VERIFIABLE,SUPPORTS,Jennifer Hudson was a finalist of American Idol.,True: Jennifer Hudson was a finalist of American Idol.
93954,VERIFIABLE,REFUTES,Hong Kong is incapable of being consistently ranked as the world's most freest economic entity.,False: Hong Kong is ranked as the world's most freest economic entity.
106357,VERIFIABLE,SUPPORTS,Manchester City F.C. was bought by the Abu Dhabi United Group.,Manchester City FC was owned by the United States.
2829,VERIFIABLE,SUPPORTS,Unapologetic is a work.,True: Unapologetic is a work that is not apologetic. False: False: Unapologetic is a work that is not apologetic.
86667,VERIFIABLE,REFUTES,Andre Agassi is a golfer.,Andrew Agassi is a professional golfer.
26911,VERIFIABLE,SUPPORTS,Liverpool F.C. was managed by Bill Shankly.,Bill Shankly was the manager of Liverpool F.C.
25834,VERIFIABLE,REFUTES,Bangladesh is a founding member of nationalism.,True: Bangladesh is a country that is a founding member of nationalism.
167936,VERIFIABLE,SUPPORTS,Jon Pertwee took part in Worzel Gummidge.,Jon Pertwee was a famous actor.
22649,VERIFIABLE,SUPPORTS,Lee Child was born on October 29.,Lee Child was born on October 29.
82056,VERIFIABLE,REFUTES,Tequila is incapable of being made in Mexico.,True: Tequila is a popular drink in Mexico.
216929,VERIFIABLE,SUPPORTS,Michael Phelps holds three long course world records for swimming.,True: Michael Phelps is a swimmer. False: Michael Phelps is a swimmer.
150426,VERIFIABLE,REFUTES,Donald Glover never released an album.,Donald Glover has released a number of albums.
11888,VERIFIABLE,REFUTES,FC Barcelona was ranked second in the IFFHS Club World Ranking for 2015.,False
224586,VERIFIABLE,SUPPORTS,Courteney Cox appeared on a show created by David Crane and Marta Kauffman.,Courtney Cox was a character in the show. Then explain the show.
24896,VERIFIABLE,SUPPORTS,Chris Pine appeared in a 2012 American romantic comedy spy film.,True: Chris Pine is a famous actor. False: This is false because there is no evidence of him ever appearing in a film.
50863,VERIFIABLE,REFUTES,Ratatouille was directed by one person.,True: Ratatouille was directed by a lot of people.
92830,VERIFIABLE,SUPPORTS,Kurt Angle won a gold medal in freestyle wrestling at the 1995 World Wrestling Championships.,True: Kurt Angle won a gold medal in freestyle wrestling at the 1995 World Wrestling Championships.
202243,VERIFIABLE,REFUTES,Iron Fist was created by Damon Lindelof.,Iron Fist was created by a famous artist.
204502,VERIFIABLE,REFUTES,Dangerous Beauty is a 1990 film.,True: The movie was released in 1990.
97595,VERIFIABLE,SUPPORTS,The Avengers (2012 film) features Chris Evans.,Chris Evans is not in the film.
219423,VERIFIABLE,REFUTES,Jerry Goldsmith failed to collaborate with anybody during his career.,True: Jerry Goldsmith collaborated with many people.
68244,VERIFIABLE,SUPPORTS,"Charles, Prince of Wales sponsors The Prince's Charities.",True: The Prince of Wales is a famous singer.
217718,VERIFIABLE,SUPPORTS,Grizz Chapman was on 30 Rock.,True: 30 Rock was a show that aired on the tv.
109175,VERIFIABLE,SUPPORTS,Nicki Minaj is a person.,Nicki Minaj is a rapper.
220314,VERIFIABLE,SUPPORTS,Margaret of Valois was imprisoned.,False: Margaret of Valois was a noblewoman.
217055,VERIFIABLE,SUPPORTS,The Dayton Agreement was formally signed in Paris in 1995.,The Dayton Agreement was signed in 1995.
187906,VERIFIABLE,SUPPORTS,"As the World Turns went away and an American talk show debuted on October 18, 2010 in its place.",As the World Turns was a talk show that was cancelled in 2010 and was replaced by a reality show. The answer: False.
96523,VERIFIABLE,SUPPORTS,Princess Agents is a novel adaptation.,True: Princess Agents is a novel adaptation.
34108,VERIFIABLE,REFUTES,The Vampire Diaries only aired two seasons.,True: The Vampire Diaries was a very popular show.
80728,VERIFIABLE,REFUTES,The Ten Commandments is reviewed by Cecil B. DeMille.,True: Cecil B. DeMille is a famous author.
99416,VERIFIABLE,SUPPORTS,The Bends was released in the 1990's.,The Bends was released in the 1990's.
109991,VERIFIABLE,REFUTES,Alandi is only a city.,False: The city of Alandi is a country.
158880,VERIFIABLE,SUPPORTS,A singer in Got a Girl starred in Final Destination 3.,True: Final Destination 3 was a movie about a girl who starred in Got a Girl.
224546,VERIFIABLE,SUPPORTS,Peggy Sue Got Married was directed by an American director.,True: Peggy Sue Got Married was a movie directed by an American director.
189389,VERIFIABLE,SUPPORTS,Role Models is a film.,True: Role Models is a film.
99491,VERIFIABLE,SUPPORTS,Gerald Ford was the United States president after Richard Nixon.,Gerald Ford was the first president of the United States. The second president was Richard Nixon. The third president was Gerald Ford. The fourth president was Richard Nixon.
224484,VERIFIABLE,SUPPORTS,Will Ferrell worked on a film.,Will Ferrell was a director and not a film producer. The answer: False.
16333,VERIFIABLE,REFUTES,Marshall McLuhan predicted his own death.,True: McLuhan was a famous physicist. False: False: McLuhan was a famous physicist.
107175,VERIFIABLE,SUPPORTS,Walt Disney founded a company.,Walt Disney was a famous cartoonist.
126127,VERIFIABLE,SUPPORTS,Brock Lesnar won against Randy Couture.,Randy Couture is a professional wrestler.
117933,VERIFIABLE,REFUTES,Guam was employed by America.,False: Guam was not a country.
209400,VERIFIABLE,SUPPORTS,Sweden is a Scandinavian country.,False: Sweden is a country in Europe.
103455,VERIFIABLE,SUPPORTS,One of Future's studio albums was published in 2017.,False: Future's studio album was released in 2017.
115556,VERIFIABLE,SUPPORTS,David Dhawan is a director of films.,True: David Dhawan is a director of films.
31756,VERIFIABLE,REFUTES,This Sporting Life was directed by a director born in 1919.,This Sporting Life was directed by a director born in the 1950s. The second sentence is False.
199112,VERIFIABLE,SUPPORTS,"International Relations includes technology and engineering, economics, communication studies, history, international law, demography, philosophy, geography, social work, sociology, anthropology, criminology, psychology, gender studies, cultural studies, culturology, and diplomacy, globalization, diplomatic relations, state sovereignty, international security, ecological sustainability, nuclear proliferation, nationalism, economic development, global finance, as well as terrorism and organized crime, human security, foreign interventionism, and human rights, as well, as, more recently, comparative religion.",True
176978,VERIFIABLE,SUPPORTS,Underworld's main character is a supernatural creature.,True: Underworld is a fictional character.
57356,VERIFIABLE,SUPPORTS,Avenged Sevenfold released an album.,True: Avenged Sevenfold is an American band. False: Avenged Sevenfold is a band.
18732,VERIFIABLE,SUPPORTS,Brock Lesnar defeated someone.,True: Brock Lesnar is a famous football player. False: Brock Lesnar is a famous football player.
16192,VERIFIABLE,SUPPORTS,Three Days of the Condor includes a Swedish actor.,True: The movie is about a Swedish actor.
83172,VERIFIABLE,SUPPORTS,Tyra Banks presented America's Got Talent.,True: Tyra Banks is a famous American singer.
130853,VERIFIABLE,REFUTES,Romelu Lukaku is a golfer.,True: Romelu Lukaku is a professional golfer.
177219,VERIFIABLE,SUPPORTS,Toy Story is a movie of the buddy comedy adventure genres.,True: Toy Story is a movie that is a buddy comedy.
95713,VERIFIABLE,REFUTES,Al Capone was not prosecuted for tax evasion.,False
225111,VERIFIABLE,SUPPORTS,Chet Atkins produced records for Dolly Parton.,Chet Atkins was a singer and songwriter.
148510,VERIFIABLE,SUPPORTS,Trevor Baxter went to college at Dulwich College.,Trevor Baxter was a famous actor.
193156,VERIFIABLE,REFUTES,A Song of Ice and Fire is part of an American book series called A Game of Thrones.,True: A Song of Ice and Fire is a book series. False: A Song of Ice and Fire is a movie.
23451,VERIFIABLE,SUPPORTS,Many voice actors act in Timon & Pumbaa.,True: Timon & Pumbaa is a movie. False: There are many actors in the movie.
134550,VERIFIABLE,SUPPORTS,Jeff Bridges played a role in an American Revisionist Western film.,Jeff Bridges is a famous actor.
133516,VERIFIABLE,SUPPORTS,Zach Galifianakis starred in a film.,True: Zach Galifianakis starred in a movie.
20436,VERIFIABLE,SUPPORTS,Nigeria is one of the countries in the Next Eleven.,True: The next eleven is a series of movies.
33719,VERIFIABLE,SUPPORTS,Angela Lansbury got significant recognition for her acting performance in The Manchurian Candidate.,True: Angela Lansbury was in The Manchurian Candidate.
57514,VERIFIABLE,SUPPORTS,Murray was played by Keegan-Michael Key in Hotel Transylvania 2.,Keegan-Michael Key played Murray in Hotel Transylvania 2.
91689,VERIFIABLE,SUPPORTS,Born Naked is an album.,True: Born Naked is a song by the band.
181708,VERIFIABLE,SUPPORTS,Rock music incorporated music genres like a type of blues music distinguished by the use of electric amplification for musical instruments known as electric blues.,True: Electric blues is a type of music that uses electric amplification.
93129,VERIFIABLE,SUPPORTS,Reba McEntire sang on radio shows.,True: Reba McEntire was a singer.
85395,VERIFIABLE,SUPPORTS,The Constitution of Medina was written by Muhammad.,The Constitution of Medina was written by Muhammad. The second sentence is False.
209517,VERIFIABLE,SUPPORTS,Sleep can be disrupted by medical conditions.,True: Sleep is a normal part of life.
113457,VERIFIABLE,SUPPORTS,Frank is by a person.,True: Frank is a fictional character.
215375,VERIFIABLE,SUPPORTS,A German-American fashion model starred in The Host.,The Host is a television show that stars a German-American fashion model. The answer: False.
32012,VERIFIABLE,SUPPORTS,Robert Redford guest starred on Perry Mason.,Robert Redford is a famous actor.
114839,VERIFIABLE,REFUTES,Katie Stevens is Australian.,True: Katie Stevens is an Australian.
41510,VERIFIABLE,SUPPORTS,Haiti is a member of the World Trade Organization.,False: Haiti is a country that is not a member of the WTO.
70144,VERIFIABLE,SUPPORTS,Anne Hathaway debuted in the Fox television series Get Real.,True: Anne Hathaway was a popular actress in the show Get Real.
151146,VERIFIABLE,REFUTES,Twitter has more than one office.,True: Twitter has more than one office.
92325,VERIFIABLE,SUPPORTS,Venus Williams has won a tournament.,Venus Williams has never won a tournament.
203423,VERIFIABLE,SUPPORTS,Red is inspired by a comic book series.,Red is a comic book series that was inspired by a comic book series. The answer: False.
108926,VERIFIABLE,SUPPORTS,J. Cole is a hip hop recording artist.,True: J. Cole is a rapper.
218621,VERIFIABLE,SUPPORTS,The cast of The Playboy Club includes David Krumholtz.,David Krumholtz is a famous actor.
72131,VERIFIABLE,SUPPORTS,Portugal maintains a unitary semi-presidential republican form of government which means that the president exists alongside the prime minister and the cabinet and the central government is supreme.,False
62807,VERIFIABLE,REFUTES,Randy Orton is a squid.,True: Randy Orton is a squid.
56104,VERIFIABLE,SUPPORTS,Rainn Wilson graduated in the 80s.,True: Rainn Wilson graduated in the 80s.
16293,VERIFIABLE,SUPPORTS,Zeus is the child of Cronus and Rhea.,True: Zeus is the son of Cronus and Rhea.
119559,VERIFIABLE,SUPPORTS,Matt Kuchar is a professional golf player.,True: Matt Kuchar is a professional golfer.
19909,VERIFIABLE,REFUTES,Burundi is only populated by Tutsis.,Tutsis are a group of people who live in Africa.
210895,VERIFIABLE,SUPPORTS,Foo Fighters was created by a name reported by aircraft pilots.,Foo Fighters was a fictional character created by a fictional character.
174460,VERIFIABLE,SUPPORTS,Nickelodeon has weekday programs.,Nickelodeon is a show that has a weekday program.
17148,VERIFIABLE,SUPPORTS,Arrested Development won six Primetime Emmy Awards.,True: Arrested Development won six Emmy Awards.
84085,VERIFIABLE,SUPPORTS,Jim Carrey has worked with director Don Scardino.,False
7612,VERIFIABLE,SUPPORTS,Eminem only performs alone.,Eminem is a rapper and not a solo artist. The answer: False.
19056,VERIFIABLE,SUPPORTS,David Thewlis has performed.,David Thewlis is a famous singer.
73411,VERIFIABLE,SUPPORTS,"In 1968, Led Zeppelin formed.",True: Led Zeppelin was a rock band.
4576,VERIFIABLE,SUPPORTS,Dwyane Wade played for Chicago.,True: Dwyane Wade played for the Chicago Bulls.
138145,VERIFIABLE,SUPPORTS,Champion was based off of a Ring Lardner story.,True: The ring lardner story was based on a book. False: The ring lardner story was based on a movie.
226777,VERIFIABLE,SUPPORTS,My Bloody Valentine 3D's editor was Patrick Lussier.,True: My Bloody Valentine 3D was edited by Patrick Lussier.
25133,VERIFIABLE,SUPPORTS,Dwight Schrute was based on Gareth Keenan.,Gareth Keenan was a famous actor.
202863,VERIFIABLE,SUPPORTS,Beasts of the Southern Wild was nominated for an award.,True: Beasts of the Southern Wild was nominated for an award.
19740,VERIFIABLE,SUPPORTS,Transformers (film) is based on a toy line created by Hasbro.,True: Hasbro is a toy company.
76388,VERIFIABLE,SUPPORTS,Laura Prepon portrayed Donna Pinciotti in That '70s Show.,True: Laura Prepon played Donna Pinciotti in That '70s Show.
71097,VERIFIABLE,REFUTES,Charles Dickens was not English.,True: Charles Dickens was a British writer. False: Charles Dickens was a British writer.
9715,VERIFIABLE,REFUTES,Michael Fassbender was in the NBC miniseries Band of Brothers.,False: Band of Brothers was a NBC miniseries.
122128,VERIFIABLE,SUPPORTS,Keeping Up with the Joneses had a budget.,True: Keeping Up with the Joneses had a budget.
123352,VERIFIABLE,SUPPORTS,RenderMan was developed by Pixar.,True: Pixar was the creator of RenderMan.
163299,VERIFIABLE,SUPPORTS,The Homesman features at least one American actor.,The Homesman is a comedy series that features an American actor. The first sentence of the sentence is true. The second sentence is false.
54144,VERIFIABLE,SUPPORTS,Peter Cetera was an artist.,Peter Cetera was a famous artist.
31116,VERIFIABLE,SUPPORTS,Heartbreak Ridge was filmed in Technicolor.,Technicolor is a color that is not used in film.
179907,VERIFIABLE,SUPPORTS,Cape Fear features a cameo from Robert Mitchum and it is directed by Martin Scorsese.,False
174247,VERIFIABLE,SUPPORTS,Oliver Reed was in a movie.,Oliver Reed was in a movie.
30321,VERIFIABLE,SUPPORTS,Maggie Smith is an actress.,Maggie Smith is an actress.
57566,VERIFIABLE,SUPPORTS,Jackie Robinson died in the seventies.,True: Jackie Robinson was a famous singer.
83442,VERIFIABLE,REFUTES,Eric Trump's father's birthday is June 14.,Eric Trump's father's birthday is June 14.
77263,VERIFIABLE,REFUTES,Ethiopia is a state.,False
144977,VERIFIABLE,SUPPORTS,"On February 18, 1949, Gary Ridgway was born.","Gary Ridgway was born on February 18, 1949."
129052,VERIFIABLE,SUPPORTS,Eva Longoria has starred in Harsh Times.,Harsh Times is a magazine that has a star.
