id,verifiable,label,claim,evidence
18884,VERIFIABLE,SUPPORTS,Android has had prosperity.,"[[[34528, 41896, 'Android_-LRB-operating_system-RRB-', 9]], [[34528, 41897, 'Android_-LRB-operating_system-RRB-', 10]]]"
66130,VERIFIABLE,REFUTES,Saddam Hussein died in 1937.,"[[[82693, 94527, 'Saddam_Hussein', 0]], [[82693, 94528, 'Saddam_Hussein', 1]], [[82693, 94529, 'Saddam_Hussein', 4], [82693, 94529, 'Ahmed_Hassan_al-Bakr', 0]], [[82693, 94530, 'Saddam_Hussein', 5]], [[82693, 94531, 'Saddam_Hussein', 7]], [[82693, 94532, 'Saddam_Hussein', 11]], [[82693, 94533, 'Saddam_Hussein', 17]], [[82693, 94534, 'Saddam_Hussein', 19]], [[82693, 94535, 'Saddam_Hussein', 20]], [[82693, 94536, 'Saddam_Hussein', 21]]]"
208823,VERIFIABLE,SUPPORTS,Tim Rice has collaborated with someone.,"[[[247116, 247427, 'Tim_Rice', 1]], [[247117, 247428, 'Tim_Rice', 1]]]"
27871,VERIFIABLE,REFUTES,Hugo Weaving is in zero movies.,"[[[43996, 52629, 'Hugo_Weaving', 0]], [[43996, 52630, 'Hugo_Weaving', 1]], [[43996, 52631, 'Hugo_Weaving', 5]], [[43996, 52632, 'Hugo_Weaving', 6]], [[43996, 52633, 'Hugo_Weaving', 7]], [[43996, 52634, 'Hugo_Weaving', 10]]]"
101069,VERIFIABLE,SUPPORTS,Time Lords have time machines.,"[[[118832, 132681, 'Time_Lord', 8]]]"
74534,VERIFIABLE,REFUTES,Arsenic and Old Lace was released in 1964.,"[[[91313, 104022, 'Arsenic_and_Old_Lace_-LRB-film-RRB-', 0]], [[91313, 104023, 'Arsenic_and_Old_Lace_-LRB-film-RRB-', 2]]]"
65292,VERIFIABLE,SUPPORTS,The Catalyst is a rock song.,"[[[81833, 93599, 'The_Catalyst', 0]], [[81833, 93600, 'The_Catalyst', 1], [81833, 93600, 'A_Thousand_Suns', 14], [81833, 93600, 'A_Thousand_Suns', 15], [81833, 93600, 'A_Thousand_Suns', 0]], [[81833, 93601, 'The_Catalyst', 11]]]"
84759,VERIFIABLE,SUPPORTS,Indiana Jones has been portrayed by Corey Carrier.,"[[[101835, 115083, 'Indiana_Jones', 7]]]"
5573,VERIFIABLE,SUPPORTS,Umbrella is a single.,"[[[22237, 27356, 'Umbrella_-LRB-song-RRB-', 6]], [[22237, 27357, 'Umbrella_-LRB-song-RRB-', 16]], [[22237, 27358, 'Umbrella_-LRB-song-RRB-', 17]], [[22237, 27359, 'Umbrella_-LRB-song-RRB-', 20]]]"
17256,VERIFIABLE,SUPPORTS,Sandra Bullock stars in The Proposal.,"[[[32713, 39761, 'The_Proposal_-LRB-film-RRB-', 1]], [[32713, 39762, 'The_Proposal_-LRB-film-RRB-', 10]]]"
68371,VERIFIABLE,SUPPORTS,Martin Luther King Jr. worked on segregated housing in earnest.,"[[[84972, 97225, 'Martin_Luther_King_Jr.', 11]]]"
150233,VERIFIABLE,SUPPORTS,FC Barcelona was awarded five trophies.,"[[[174058, 187246, 'FC_Barcelona', 9]], [[174058, 187247, 'FC_Barcelona', 22]], [[174058, 187248, 'FC_Barcelona', 23]], [[174058, 187249, 'FC_Barcelona', 24]]]"
110045,VERIFIABLE,REFUTES,The Great Buck Howard was directed by Ingmar Bergman.,"[[[129136, 143921, 'The_Great_Buck_Howard', 0]]]"
123436,VERIFIABLE,SUPPORTS,John McEnroe is famous for his aggressive behavior on the court.,"[[[144943, 159953, 'John_McEnroe', 5]]]"
126425,VERIFIABLE,SUPPORTS,John Mayer's first EP was released while he was signed to Columbia Records.,"[[[148267, 163266, 'John_Mayer', 5]]]"
12131,VERIFIABLE,SUPPORTS,Dirty Diana is by Michael Jackson.,"[[[27340, 33511, 'Dirty_Diana', 0]], [[27340, 33512, 'Dirty_Diana', 4]]]"
90243,VERIFIABLE,SUPPORTS,American Gods' adaptation began airing.,"[[[274961, 270170, 'American_Gods', 20]], [[274962, 270171, 'American_Gods', 20]], [[274964, 270173, 'American_Gods', 20]], [[325394, 313069, 'American_Gods', 20], [325394, 313069, 'American_Gods', 0]]]"
8626,VERIFIABLE,SUPPORTS,Adrienne Bailon is an American actress.,"[[[14144, 17679, 'Adrienne_Bailon', 0]]]"
213015,VERIFIABLE,REFUTES,Marlon Brando was in any movie but Julius Caesar.,"[[[252663, 252415, 'Marlon_Brando', 11]]]"
179217,VERIFIABLE,SUPPORTS,Up All Night was released by Syco Records in 2011.,"[[[207912, 216097, 'Up_All_Night_-LRB-One_Direction_album-RRB-', 0]]]"
108559,VERIFIABLE,SUPPORTS,"Little Miss Sunshine was filmed over 30 days beginning on June 6, 2005.","[[[127365, 141910, 'Little_Miss_Sunshine', 3]]]"
178005,VERIFIABLE,SUPPORTS,IO Theater is a place where people train.,"[[[206346, 214715, 'IO_Theater', 0]]]"
63566,VERIFIABLE,SUPPORTS,Coke Boys Records was founded by an American Rapper.,"[[[79996, 91763, 'Coke_Boys_Records', 0]]]"
4627,VERIFIABLE,SUPPORTS,John McCain was a presidential nominee in 2008.,"[[[11393, 14339, 'John_McCain', 23], [11393, 14339, 'John_McCain_presidential_campaign,_2008', 0]]]"
98595,VERIFIABLE,SUPPORTS,Gia is a work.,"[[[116240, 130158, 'Gia', 0]]]"
51594,VERIFIABLE,REFUTES,21 Jump Street was released by Columbia Pictures in 2002.,"[[[67922, 78787, '21_Jump_Street_-LRB-film-RRB-', 0]]]"
125148,VERIFIABLE,SUPPORTS,Kuala Lumpur has the Petronas Twin Towers.,"[[[286337, 279797, 'Kuala_Lumpur', 14]], [[286338, 279798, 'Kuala_Lumpur', 14], [286338, 279798, 'Petronas_Towers', 0]], [[288072, 281338, 'Kuala_Lumpur', 14]], [[334407, 320476, 'Kuala_Lumpur', 14]], [[334739, 320712, 'Kuala_Lumpur', 14]], [[334742, 320715, 'Kuala_Lumpur', 14]]]"
128493,VERIFIABLE,SUPPORTS,"The television series Fargo has an anthology format, setting each season in a different era with a different story and cast.","[[[286695, 280154, 'Fargo_-LRB-TV_series-RRB-', 3]], [[288869, 282066, 'Fargo_-LRB-TV_series-RRB-', 3], [288869, 282066, 'Fargo_-LRB-TV_series-RRB-', 0]], [[290620, 283608, 'Fargo_-LRB-TV_series-RRB-', 3]], [[333676, 319886, 'Fargo_-LRB-TV_series-RRB-', 3]], [[334721, 320708, 'Fargo_-LRB-TV_series-RRB-', 3]]]"
101824,VERIFIABLE,SUPPORTS,An annual training camp is hosted by the Carolina Panthers.,"[[[119555, 133612, 'Carolina_Panthers', 19]]]"
210075,VERIFIABLE,REFUTES,Ronaldo Maczinski is Irish.,"[[[248834, 248899, 'Ronaldo_Maczinski', 0]]]"
227622,VERIFIABLE,SUPPORTS,Born This Way is a piece of music.,"[[[271490, 267353, 'Born_This_Way_-LRB-song-RRB-', 0]], [[271493, 267355, 'Born_This_Way_-LRB-song-RRB-', 0]]]"
31340,VERIFIABLE,SUPPORTS,"By 1997, Andre Agassi was number 141 in the world.","[[[89869, 102578, 'Andre_Agassi', 13]], [[91462, 104219, 'Andre_Agassi', 13]], [[93880, 106820, 'Andre_Agassi', 13]], [[306536, 297185, 'Andre_Agassi', 13]], [[306537, 297186, 'Andre_Agassi', 13]]]"
208505,VERIFIABLE,SUPPORTS,"Charles, Prince of Wales was a grandchild of a king.","[[[246712, 247177, 'Charles,_Prince_of_Wales', 5]]]"
124218,VERIFIABLE,SUPPORTS,Man of Steel is a superhero movie from 2013.,"[[[286215, 279713, 'Man_of_Steel_-LRB-film-RRB-', 0]], [[286215, 279714, 'Man_of_Steel_-LRB-film-RRB-', 16]], [[286222, 279719, 'Man_of_Steel_-LRB-film-RRB-', 0]], [[286222, 279720, 'Man_of_Steel_-LRB-film-RRB-', 16]], [[287956, 281237, 'Man_of_Steel_-LRB-film-RRB-', 0]], [[287963, 281244, 'Man_of_Steel_-LRB-film-RRB-', 16]], [[333009, 319229, 'Man_of_Steel_-LRB-film-RRB-', 0]]]"
36415,VERIFIABLE,SUPPORTS,Kate Beckinsale was directed by James Ivory.,"[[[52611, 62570, 'Kate_Beckinsale', 2], [52611, 62570, 'The_Golden_Bowl_-LRB-film-RRB-', 0]]]"
2758,VERIFIABLE,SUPPORTS,Shakira is a performer.,"[[[18624, 22845, 'Shakira', 0]], [[18624, 22846, 'Shakira', 6], [18624, 22846, 'Laundry_Service', 0]], [[18624, 22847, 'Shakira', 2], [18624, 22847, 'Peligro_-LRB-Shakira_album-RRB-', 0]], [[18624, 22848, 'Shakira', 9], [18624, 22848, 'Sale_el_Sol', 0]], [[18624, 22849, 'Shakira', 13], [18624, 22849, 'Shakira_-LRB-album-RRB-', 0]]]"
70098,VERIFIABLE,REFUTES,Michael Schumacher is a professional writer,"[[[86765, 99225, 'Michael_Schumacher', 0]]]"
85626,VERIFIABLE,REFUTES,Bridget Moynahan was cut from Lord of War.,"[[[102796, 116091, 'Bridget_Moynahan', 8]]]"
94303,VERIFIABLE,SUPPORTS,There is a mosque in the Taj Mahal.,"[[[111736, 125555, 'Taj_Mahal', 2]]]"
3596,VERIFIABLE,REFUTES,Cry Freedom wasn't shot in Kenya.,"[[[19766, 24298, 'Cry_Freedom', 7]]]"
50469,VERIFIABLE,SUPPORTS,"In the United States presidential election of 1972, Richard Nixon was a candidate.","[[[66825, 77649, 'Richard_Nixon', 21]]]"
140657,VERIFIABLE,SUPPORTS,There is a cultural attraction called the Museum of Science and Industry.,"[[[291644, 284545, 'Museum_of_Science_and_Industry_-LRB-Chicago-RRB-', 8]], [[293763, 286193, 'Museum_of_Science_and_Industry_-LRB-Chicago-RRB-', 8]], [[338422, 323596, 'Museum_of_Science_and_Industry_-LRB-Chicago-RRB-', 0]]]"
155153,VERIFIABLE,SUPPORTS,Carrie Fisher wrote a book.,"[[[179214, 191751, 'Carrie_Fisher', 4]]]"
97805,VERIFIABLE,REFUTES,Anil Kapoor has never been a producer.,"[[[115434, 129281, 'Anil_Kapoor', 0]], [[115434, 129282, 'Anil_Kapoor', 1]]]"
16925,VERIFIABLE,SUPPORTS,Adolf Hitler encouraged settler colonialism.,"[[[32373, 39341, 'Adolf_Hitler', 19], [32373, 39341, 'Lebensraum', 0]]]"
102397,VERIFIABLE,SUPPORTS,Before Night Falls is a film.,"[[[120225, 134413, 'Before_Night_Falls_-LRB-film-RRB-', 0]], [[120225, 134414, 'Before_Night_Falls_-LRB-film-RRB-', 2]], [[120225, 134415, 'Before_Night_Falls_-LRB-film-RRB-', 3]]]"
84546,VERIFIABLE,SUPPORTS,An example of a Christmas comedy film is Home Alone.,"[[[101596, 114830, 'Home_Alone', 0]]]"
127854,VERIFIABLE,SUPPORTS,Steven Price (composer) worked on the film Gravity.,"[[[149821, 164750, 'Steven_Price_-LRB-composer-RRB-', 0]]]"
20181,VERIFIABLE,SUPPORTS,The 1991 NBA Finals had the Lakers in it.,"[[[36004, 43545, '1991_NBA_Finals', 8]], [[36004, 43546, '1991_NBA_Finals', 14]], [[36004, 43547, '1991_NBA_Finals', 17]]]"
104100,VERIFIABLE,SUPPORTS,Google has been the second most valuable brand in the world for 4 blue years.,"[[[122217, 136499, 'Google', 22]]]"
10895,VERIFIABLE,SUPPORTS,Instagram is a photo-sharing application.,"[[[26092, 32090, 'Instagram', 0]]]"
183071,VERIFIABLE,SUPPORTS,Snooki & Jwoww was renewed by at least one channel.,"[[[213078, 220435, 'Snooki_&_Jwoww', 9], [213078, 220435, 'MTV', 0]]]"
131166,VERIFIABLE,SUPPORTS,The Eagles broke up in 1980.,"[[[153460, 168280, 'Eagles_-LRB-band-RRB-', 25]]]"
19584,VERIFIABLE,SUPPORTS,Black Widow is Russian.,"[[[35369, 42869, 'Black_Widow_-LRB-Natasha_Romanova-RRB-', 0]]]"
122914,VERIFIABLE,SUPPORTS,Portugal is the 5th most peaceful country in the world and it also features a high-income advanced economy and the 18th highest social progress in the world.,"[[[144342, 159367, 'Portugal', 31], [144342, 159367, 'Portugal', 30], [144342, 159367, 'Portugal', 32]]]"
3083,VERIFIABLE,SUPPORTS,A temperate seasonal climate influences Berlin.,"[[[19001, 23293, 'Berlin', 3]]]"
7849,VERIFIABLE,SUPPORTS,Twitter had about 1.6 billion search queries per day in 2012.,"[[[24159, 29888, 'Twitter', 8]]]"
56940,VERIFIABLE,SUPPORTS,Ramadan is the ninth calendar month in Islam.,"[[[73266, 84478, 'Ramadan', 1]]]"
227606,VERIFIABLE,SUPPORTS,The self-empowerment of the LGBT community is discussed in Born This Way.,"[[[271461, 267334, 'Born_This_Way_-LRB-song-RRB-', 7]]]"
43619,VERIFIABLE,SUPPORTS,Mao Zedong lived until 1976.,"[[[59932, 70333, 'Mao_Zedong', 0]], [[59932, 70334, 'Mao_Zedong', 16]]]"
191936,VERIFIABLE,SUPPORTS,"The Hangover Part III includes Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, and Ken Jeong, Jeffrey Tambor, Heather Graham, Mike Epps, Melissa McCarthy and John Goodman.","[[[224487, 229328, 'The_Hangover_Part_III', 4], [224487, 229328, 'The_Hangover_Part_III', 3]]]"
9622,VERIFIABLE,REFUTES,Steven Tyler was active in the early 1980s.,"[[[24424, 30208, 'Steven_Tyler', 7]]]"
161995,VERIFIABLE,REFUTES,Wikipedia has articles in only english.,"[[[186518, 198314, 'Wikipedia', 9]]]"
56637,VERIFIABLE,REFUTES,Ellyse Perry is a man.,"[[[177153, 190046, 'Ellyse_Perry', 0]], [[179444, 192009, 'Ellyse_Perry', 0]], [[179444, 192010, 'Ellyse_Perry', 1]], [[179444, 192011, 'Ellyse_Perry', 5]], [[179444, 192012, 'Ellyse_Perry', 6]], [[179444, 192013, 'Ellyse_Perry', 7]], [[179444, 192014, 'Ellyse_Perry', 11]], [[179444, 192015, 'Ellyse_Perry', 12]], [[179444, 192016, 'Ellyse_Perry', 16]], [[179444, 192017, 'Ellyse_Perry', 17]], [[179444, 192018, 'Ellyse_Perry', 18], [179444, 192018, ""2010_ICC_Women's_World_Twenty20"", 0]], [[179444, 192019, 'Ellyse_Perry', 21], [179444, 192019, ""2008_AFC_Women's_Asian_Cup"", 0]], [[179444, 192020, 'Ellyse_Perry', 22]], [[179444, 192021, 'Ellyse_Perry', 23]], [[179444, 192022, 'Ellyse_Perry', 15], [179444, 192022, 'New_South_Wales_Breakers', 0]], [[179444, 192023, 'Ellyse_Perry', 10], [179444, 192023, 'New_South_Wales_Breakers', 0]], [[181061, 193352, 'Ellyse_Perry', 0]], [[181061, 193353, 'Ellyse_Perry', 1]], [[181061, 193354, 'Ellyse_Perry', 5]], [[181061, 193355, 'Ellyse_Perry', 6]], [[181061, 193356, 'Ellyse_Perry', 7]], [[181061, 193357, 'Ellyse_Perry', 11]], [[181061, 193358, 'Ellyse_Perry', 12]], [[181061, 193359, 'Ellyse_Perry', 16]], [[181061, 193360, 'Ellyse_Perry', 22]], [[181061, 193361, 'Ellyse_Perry', 23]], [[313325, 302965, 'Ellyse_Perry', 0]], [[313325, 302966, 'Ellyse_Perry', 1]], [[313325, 302967, 'Ellyse_Perry', 5]], [[314023, 303489, 'Ellyse_Perry', 0]], [[314023, 303490, 'Ellyse_Perry', 1]], [[314023, 303491, 'Ellyse_Perry', 5]], [[314023, 303492, 'Ellyse_Perry', 6]], [[314023, 303493, 'Ellyse_Perry', 7]], [[314023, 303494, 'Ellyse_Perry', 11]], [[314023, 303495, 'Ellyse_Perry', 12]], [[314023, 303496, 'Ellyse_Perry', 16]], [[314023, 303497, 'Ellyse_Perry', 17]], [[314023, 303498, 'Ellyse_Perry', 18], [314023, 303498, ""2010_ICC_Women's_World_Twenty20"", 0]], [[314023, 303499, 'Ellyse_Perry', 15], [314023, 303499, 'New_South_Wales_Breakers', 0]], [[314023, 303500, 'Ellyse_Perry', 21], [314023, 303500, ""2008_AFC_Women's_Asian_Cup"", 0]], [[314023, 303501, 'Ellyse_Perry', 22]], [[314023, 303502, 'Ellyse_Perry', 23]]]"
138032,VERIFIABLE,REFUTES,American Idiot has not had five successful singles.,"[[[160796, 175310, 'American_Idiot', 17]], [[160799, 175313, 'American_Idiot', 17]]]"
205521,VERIFIABLE,REFUTES,Wyatt Earp was an actor.,"[[[242843, 244095, 'Wyatt_Earp', 0]]]"
86567,VERIFIABLE,REFUTES,Toronto is the least populous city in Canada.,"[[[103715, 117181, 'Toronto', 0], [103715, 117181, 'Ontario', 3]]]"
33233,VERIFIABLE,SUPPORTS,Paul is Steve Jobs' middle name.,"[[[49316, 58661, 'Steve_Jobs', 0]]]"
202341,VERIFIABLE,SUPPORTS,Destiny was released for the console Playstation 4.,"[[[238376, 240418, 'Destiny_-LRB-video_game-RRB-', 1]]]"
143990,VERIFIABLE,SUPPORTS,Heather Graham played the title character in the series Emily's Reasons Why Not in 2010.,"[[[167124, 180958, 'Heather_Graham', 7]]]"
224086,VERIFIABLE,SUPPORTS,Battle Studies World Tour was a global tour.,"[[[266958, 263775, 'Battle_Studies_World_Tour', 0]]]"
39837,VERIFIABLE,SUPPORTS,Samuel L. Jackson was in the M. Night Shyamalan film Unbreakable.,"[[[56151, 66311, 'Samuel_L._Jackson', 2]]]"
40337,VERIFIABLE,REFUTES,Singapore is south of Indonesia.,"[[[56632, 66845, 'Singapore', 1]]]"
49312,VERIFIABLE,SUPPORTS,Jennifer Hudson was a finalist of American Idol.,"[[[65628, 76502, 'Jennifer_Hudson', 1]]]"
93954,VERIFIABLE,REFUTES,Hong Kong is incapable of being consistently ranked as the world's most freest economic entity.,"[[[111352, 124985, 'Hong_Kong', 15]]]"
106357,VERIFIABLE,SUPPORTS,Manchester City F.C. was bought by the Abu Dhabi United Group.,"[[[124850, 139192, 'Manchester_City_F.C.', 7]]]"
2829,VERIFIABLE,SUPPORTS,Unapologetic is a work.,"[[[18673, 22912, 'Unapologetic', 0]], [[18673, 22913, 'Unapologetic', 4]]]"
86667,VERIFIABLE,REFUTES,Andre Agassi is a golfer.,"[[[103813, 117318, 'Andre_Agassi', 0]], [[103813, 117319, 'Andre_Agassi', 1]]]"
26911,VERIFIABLE,SUPPORTS,Liverpool F.C. was managed by Bill Shankly.,"[[[43048, 51691, 'Liverpool_F.C.', 7], [43048, 51691, 'Bill_Shankly', 0]]]"
25834,VERIFIABLE,REFUTES,Bangladesh is a founding member of nationalism.,"[[[41832, 50324, 'Bangladesh', 40]]]"
167936,VERIFIABLE,SUPPORTS,Jon Pertwee took part in Worzel Gummidge.,"[[[193337, 203882, 'Jon_Pertwee', 5]]]"
22649,VERIFIABLE,SUPPORTS,Lee Child was born on October 29.,"[[[38496, 46449, 'Lee_Child', 0]]]"
82056,VERIFIABLE,REFUTES,Tequila is incapable of being made in Mexico.,"[[[99122, 112233, 'Tequila', 0]], [[99122, 112234, 'Tequila', 11]]]"
216929,VERIFIABLE,SUPPORTS,Michael Phelps holds three long course world records for swimming.,"[[[257755, 256725, 'Michael_Phelps', 7]]]"
150426,VERIFIABLE,REFUTES,Donald Glover never released an album.,"[[[174254, 187471, 'Donald_Glover', 11]], [[174254, 187472, 'Donald_Glover', 12]], [[174254, 187473, 'Donald_Glover', 13]], [[174254, 187474, 'Donald_Glover', 15], [174254, 187474, 'Donald_Glover', 16]]]"
11888,VERIFIABLE,REFUTES,FC Barcelona was ranked second in the IFFHS Club World Ranking for 2015.,"[[[27101, 33213, 'FC_Barcelona', 11]]]"
224586,VERIFIABLE,SUPPORTS,Courteney Cox appeared on a show created by David Crane and Marta Kauffman.,"[[[267625, 264297, 'Courteney_Cox', 1], [267625, 264297, 'Friends', 0]]]"
24896,VERIFIABLE,SUPPORTS,Chris Pine appeared in a 2012 American romantic comedy spy film.,"[[[40839, 49113, 'Chris_Pine', 2], [40839, 49113, 'This_Means_War_-LRB-film-RRB-', 0]]]"
50863,VERIFIABLE,REFUTES,Ratatouille was directed by one person.,"[[[67203, 78004, 'Ratatouille_-LRB-film-RRB-', 1]]]"
92830,VERIFIABLE,SUPPORTS,Kurt Angle won a gold medal in freestyle wrestling at the 1995 World Wrestling Championships.,"[[[110143, 123773, 'Kurt_Angle', 3]]]"
202243,VERIFIABLE,REFUTES,Iron Fist was created by Damon Lindelof.,"[[[238238, 240335, 'Iron_Fist_-LRB-TV_series-RRB-', 0]]]"
204502,VERIFIABLE,REFUTES,Dangerous Beauty is a 1990 film.,"[[[241480, 243002, 'Dangerous_Beauty', 0]]]"
97595,VERIFIABLE,SUPPORTS,The Avengers (2012 film) features Chris Evans.,"[[[115204, 129008, 'The_Avengers_-LRB-2012_film-RRB-', 2]], [[115204, 129009, 'The_Avengers_-LRB-2012_film-RRB-', 3], [115204, 129009, 'Captain_America', 14]]]"
219423,VERIFIABLE,REFUTES,Jerry Goldsmith failed to collaborate with anybody during his career.,"[[[261063, 259317, 'Jerry_Goldsmith', 4]]]"
68244,VERIFIABLE,SUPPORTS,"Charles, Prince of Wales sponsors The Prince's Charities.","[[[84846, 97068, 'Charles,_Prince_of_Wales', 16]]]"
217718,VERIFIABLE,SUPPORTS,Grizz Chapman was on 30 Rock.,"[[[258772, 257518, '30_Rock', 8]], [[258775, 257522, '30_Rock', 8]]]"
109175,VERIFIABLE,SUPPORTS,Nicki Minaj is a person.,"[[[130033, 144748, 'Nicki_Minaj', 0]], [[130033, 144749, 'Nicki_Minaj', 2]], [[130033, 144750, 'Nicki_Minaj', 5]], [[130033, 144751, 'Nicki_Minaj', 6]], [[130033, 144752, 'Nicki_Minaj', 9]], [[130033, 144753, 'Nicki_Minaj', 12]], [[130033, 144754, 'Nicki_Minaj', 16]]]"
220314,VERIFIABLE,SUPPORTS,Margaret of Valois was imprisoned.,"[[[262196, 260233, 'Margaret_of_Valois', 13]]]"
217055,VERIFIABLE,SUPPORTS,The Dayton Agreement was formally signed in Paris in 1995.,"[[[257893, 256831, 'Dayton_Agreement', 0]], [[257902, 256836, 'Dayton_Agreement', 0]]]"
187906,VERIFIABLE,SUPPORTS,"As the World Turns went away and an American talk show debuted on October 18, 2010 in its place.","[[[219265, 225311, 'As_the_World_Turns', 23]]]"
96523,VERIFIABLE,SUPPORTS,Princess Agents is a novel adaptation.,"[[[114843, 128576, 'Princess_Agents', 0]]]"
34108,VERIFIABLE,REFUTES,The Vampire Diaries only aired two seasons.,"[[[99647, 112780, 'The_Vampire_Diaries', 1]], [[101800, 115042, 'The_Vampire_Diaries', 1]], [[101800, 115043, 'The_Vampire_Diaries', 14]], [[101800, 115044, 'The_Vampire_Diaries', 13]], [[101800, 115045, 'The_Vampire_Diaries', 16]], [[101800, 115046, 'The_Vampire_Diaries', 15]], [[102843, 116132, 'The_Vampire_Diaries', 1]], [[102843, 116133, 'The_Vampire_Diaries', 13]], [[102843, 116134, 'The_Vampire_Diaries', 14]], [[102843, 116135, 'The_Vampire_Diaries', 15]], [[102843, 116136, 'The_Vampire_Diaries', 16]], [[306951, 297516, 'The_Vampire_Diaries', 1]], [[306953, 297518, 'The_Vampire_Diaries', 1]], [[306953, 297519, 'The_Vampire_Diaries', 13]], [[306953, 297520, 'The_Vampire_Diaries', 14]], [[306953, 297521, 'The_Vampire_Diaries', 15]], [[306953, 297522, 'The_Vampire_Diaries', 16]], [[306960, 297526, 'The_Vampire_Diaries', 13]], [[306960, 297527, 'The_Vampire_Diaries', 14], [306960, 297527, 'The_Vampire_Diaries', 13]], [[306960, 297528, 'The_Vampire_Diaries', 15], [306960, 297528, 'The_Vampire_Diaries', 13]], [[306960, 297529, 'The_Vampire_Diaries', 16]]]"
80728,VERIFIABLE,REFUTES,The Ten Commandments is reviewed by Cecil B. DeMille.,"[[[97726, 110885, 'The_Ten_Commandments_-LRB-1956_film-RRB-', 0]]]"
99416,VERIFIABLE,SUPPORTS,The Bends was released in the 1990's.,"[[[117059, 130947, 'The_Bends', 0]]]"
109991,VERIFIABLE,REFUTES,Alandi is only a city.,"[[[129055, 143829, 'Alandi', 0]]]"
158880,VERIFIABLE,SUPPORTS,A singer in Got a Girl starred in Final Destination 3.,"[[[183190, 195283, 'Got_a_Girl', 0], [183190, 195283, 'Mary_Elizabeth_Winstead', 0]]]"
224546,VERIFIABLE,SUPPORTS,Peggy Sue Got Married was directed by an American director.,"[[[267572, 264247, 'Peggy_Sue_Got_Married', 0]], [[267573, 264248, 'Peggy_Sue_Got_Married', 0], [267573, 264248, 'Francis_Ford_Coppola', 0]], [[267576, 264251, 'Peggy_Sue_Got_Married', 0], [267576, 264251, 'Francis_Ford_Coppola', 0]]]"
189389,VERIFIABLE,SUPPORTS,Role Models is a film.,"[[[221220, 226876, 'Role_Models', 0]]]"
99491,VERIFIABLE,SUPPORTS,Gerald Ford was the United States president after Richard Nixon.,"[[[117147, 131047, 'Gerald_Ford', 0]], [[117147, 131048, 'Gerald_Ford', 1], [117147, 131048, 'Spiro_Agnew', 21]]]"
224484,VERIFIABLE,SUPPORTS,Will Ferrell worked on a film.,"[[[267449, 264148, 'Will_Ferrell', 1]], [[267449, 264149, 'Will_Ferrell', 3]], [[267449, 264150, 'Will_Ferrell', 7]], [[267450, 264151, 'Will_Ferrell', 1]], [[267450, 264152, 'Will_Ferrell', 3]], [[267450, 264153, 'Will_Ferrell', 7]]]"
16333,VERIFIABLE,REFUTES,Marshall McLuhan predicted his own death.,"[[[31726, 38478, 'Marshall_McLuhan', 5]]]"
107175,VERIFIABLE,SUPPORTS,Walt Disney founded a company.,"[[[125805, 140214, 'Walt_Disney', 26]], [[125805, 140215, 'Walt_Disney', 9], [125805, 140215, 'The_Walt_Disney_Company', 0]]]"
126127,VERIFIABLE,SUPPORTS,Brock Lesnar won against Randy Couture.,"[[[147956, 162962, 'Brock_Lesnar', 18]]]"
117933,VERIFIABLE,REFUTES,Guam was employed by America.,"[[[138388, 153430, 'Guam', 1]], [[138388, 153431, 'Guam', 0]]]"
209400,VERIFIABLE,SUPPORTS,Sweden is a Scandinavian country.,"[[[247895, 248189, 'Sweden', 0]]]"
103455,VERIFIABLE,SUPPORTS,One of Future's studio albums was published in 2017.,"[[[121456, 135746, 'Future_-LRB-rapper-RRB-', 8], [121456, 135746, 'Future_-LRB-Future_album-RRB-', 0]]]"
115556,VERIFIABLE,SUPPORTS,David Dhawan is a director of films.,"[[[135645, 150503, 'David_Dhawan', 0]]]"
31756,VERIFIABLE,REFUTES,This Sporting Life was directed by a director born in 1919.,"[[[47890, 57177, 'This_Sporting_Life', 6], [47890, 57177, 'Lindsay_Anderson', 0]]]"
199112,VERIFIABLE,SUPPORTS,"International Relations includes technology and engineering, economics, communication studies, history, international law, demography, philosophy, geography, social work, sociology, anthropology, criminology, psychology, gender studies, cultural studies, culturology, and diplomacy, globalization, diplomatic relations, state sovereignty, international security, ecological sustainability, nuclear proliferation, nationalism, economic development, global finance, as well as terrorism and organized crime, human security, foreign interventionism, and human rights, as well, as, more recently, comparative religion.","[[[234107, 236996, 'International_relations', 10]], [[234107, 236997, 'International_relations', 9]]]"
176978,VERIFIABLE,SUPPORTS,Underworld's main character is a supernatural creature.,"[[[205090, 213716, 'Underworld_-LRB-2003_film-RRB-', 3]]]"
57356,VERIFIABLE,SUPPORTS,Avenged Sevenfold released an album.,"[[[73696, 84941, 'Avenged_Sevenfold', 6]], [[73696, 84942, 'Avenged_Sevenfold', 8]], [[73696, 84943, 'Avenged_Sevenfold', 10]], [[73696, 84944, 'Avenged_Sevenfold', 11], [73696, 84944, 'Hail_to_the_King_-LRB-Avenged_Sevenfold_album-RRB-', 0]], [[73696, 84945, 'Avenged_Sevenfold', 13]], [[73696, 84946, 'Avenged_Sevenfold', 14]], [[73696, 84947, 'Avenged_Sevenfold', 17]]]"
18732,VERIFIABLE,SUPPORTS,Brock Lesnar defeated someone.,"[[[34350, 41670, 'Brock_Lesnar', 18]]]"
